GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.5
time index,GP index,lat [deg],lon [deg]
28,3700,16.223,-94.627
28,3922,16.445,-95.399
28,4231,15.873,-93.665
30,300,16.401,-92.779
30,602,17.177,-93.599
30,1274,18.0,-96.266
31,2300,18.414,-95.118
32,3965,17.801,-92.026
33,3832,18.076,-92.231
50,883,29.248,-90.68
51,449,29.575,-90.159
51,2640,29.936,-91.553
51,2963,29.825,-91.107
51,3121,29.341,-90.637
51,4029,29.734,-91.175
51,4241,29.279,-89.366
51,4537,29.324,-90.622
51,4630,29.481,-89.981
52,108,30.178,-89.74
52,753,30.285,-90.403
52,2676,29.645,-89.759
56,1896,32.399,-90.064
56,2018,30.708,-84.866
58,1350,31.628,-85.065
59,1284,32.682,-85.91
59,1880,32.925,-85.193
59,3024,33.425,-86.334
60,2655,33.944,-87.106
61,1052,34.422,-86.392
61,1121,35.069,-88.247
61,1129,34.806,-87.38
61,2369,33.353,-83.157
61,2901,34.798,-87.623
61,3798,34.174,-85.753
61,4432,33.141,-83.202
61,4508,34.205,-85.617
62,1287,34.161,-84.072
62,4311,35.002,-85.618
62,4658,34.165,-84.726
63,934,34.36,-82.823
63,1551,35.102,-85.227
63,1744,34.027,-82.602
63,2876,36.292,-86.659
63,3218,36.155,-86.618
64,1426,35.624,-84.78
64,1708,35.79,-84.24
64,2808,36.097,-85.826
64,2868,34.8,-82.889
64,4584,36.293,-85.945
65,1101,36.868,-85.144
65,1887,36.538,-85.45
65,1914,36.227,-84.093
65,2333,36.164,-83.498
65,2574,35.963,-83.534
68,4203,39.008,-86.5
71,3413,40.531,-84.573
75,139,42.348,-82.943
75,3061,41.502,-80.46
76,1,42.999,-82.423
76,4072,41.839,-79.001
77,3191,42.094,-79.244
78,6,42.904,-78.908
79,1021,42.902,-76.864
79,3654,42.657,-77.062
79,4020,42.873,-77.269
80,231,44.744,-79.34
80,860,43.271,-76.204
80,1408,45.01,-79.613
80,1621,45.704,-81.996
80,2495,44.273,-78.749
80,3548,44.582,-78.799
80,4407,45.712,-82.23
80,4915,42.943,-76.427
81,1425,45.12,-79.576
81,1524,44.554,-78.346
81,1788,44.307,-77.959
81,2024,46.208,-81.51
81,2459,45.175,-79.097
81,4246,44.489,-78.227
82,8,44.481,-75.794
82,196,46.124,-80.013
82,1290,46.666,-80.672
82,2817,45.699,-78.275
82,3859,45.416,-77.79
83,761,47.181,-80.181
83,834,45.757,-76.769
83,2165,45.473,-76.252
83,2244,44.888,-76.079
83,3450,46.845,-79.224
83,3697,46.209,-77.757
83,4417,46.669,-78.997
83,4668,45.577,-77.241
84,524,47.556,-79.239
84,674,47.043,-79.273
84,746,45.269,-74.169
84,876,47.287,-79.462
84,1179,44.999,-74.86
84,1894,47.406,-80.016
84,2347,46.967,-78.06
84,3291,46.822,-78.742
84,4472,47.136,-78.668
84,4980,47.007,-78.805
85,632,46.719,-75.983
85,919,47.768,-78.316
85,1138,45.407,-73.958
85,1157,45.416,-73.658
85,1348,47.653,-77.549
85,2417,47.147,-76.627
85,3243,46.097,-75.677
85,3354,46.272,-75.834
85,3367,47.931,-79.265
85,3453,47.115,-77.276
85,3592,46.101,-75.649
85,3623,47.682,-78.931
85,3739,45.595,-74.491
85,3853,45.522,-73.542
85,4236,48.2,-79.368
85,4314,47.359,-78.197
85,4499,48.036,-79.603
85,4913,47.798,-77.94
85,4985,47.765,-79.216
86,394,47.311,-76.472
86,526,47.613,-77.307
86,1532,48.393,-78.357
86,1534,48.465,-78.126
86,1783,48.177,-77.891
86,2888,47.214,-75.177
86,3314,48.052,-77.292
86,3534,48.551,-79.298
86,3694,48.758,-78.982
86,3741,46.631,-75.119
86,4227,47.839,-77.548
86,4531,48.052,-77.06
86,4650,46.886,-75.655
86,4896,47.508,-76.83
86,4948,47.178,-76.203
87,515,46.292,-72.587
87,1292,48.722,-77.044
87,1798,46.86,-73.657
87,2978,47.402,-74.622
87,4772,48.313,-77.302
87,4776,48.518,-76.31
88,967,48.599,-75.98
88,1925,49.984,-78.174
88,3378,47.631,-74.009
88,3520,49.037,-76.967
88,3783,49.598,-77.461
88,4289,47.755,-73.896
88,4478,48.915,-75.552
89,123,48.354,-74.099
89,493,49.842,-76.917
89,694,50.084,-77.475
89,874,49.667,-76.496
89,1145,49.505,-75.401
89,1394,49.856,-77.185
89,1438,50.334,-77.67
89,1514,49.611,-75.939
89,2353,49.399,-76.452
89,2778,47.798,-72.974
89,4173,49.284,-75.225
90,1049,50.413,-76.702
90,1210,49.697,-74.72
90,1665,50.001,-75.037
90,1672,50.927,-77.169
90,2027,49.281,-74.149
90,2218,49.376,-74.814
90,2404,49.759,-74.534
90,2507,50.785,-76.436
90,2517,49.198,-74.045
90,2603,49.966,-75.639
90,2889,49.511,-75.052
90,3165,49.48,-74.749
90,3666,50.954,-77.333
90,3767,50.66,-76.315
90,4624,50.32,-76.916
90,4719,49.348,-74.016
90,4760,48.28,-72.191
91,148,48.578,-71.636
91,367,51.036,-76.865
91,830,49.928,-74.219
91,905,50.444,-75.206
91,1539,51.443,-76.744
91,1615,50.59,-75.43
91,1992,50.895,-76.304
91,2080,50.205,-73.835
91,2893,48.31,-71.212
91,3198,48.894,-71.035
91,3466,51.099,-75.963
91,3635,48.78,-71.697
91,3687,51.499,-76.984
91,4207,50.968,-76.59
91,4269,49.004,-71.335
91,4394,50.01,-74.405
91,4467,48.72,-71.14
92,969,51.483,-75.225
92,2092,50.772,-74.659
92,2282,51.092,-74.918
92,2739,51.445,-74.668
92,2984,50.785,-74.648
92,3294,51.334,-74.884
92,3359,51.13,-74.648
92,4301,50.801,-74.164
92,4334,51.364,-74.626
92,4542,49.226,-70.481
92,4839,50.954,-74.142
93,88,51.248,-73.793
93,224,49.355,-69.77
93,325,52.188,-75.886
93,427,51.135,-73.127
93,643,49.904,-71.255
93,2342,52.282,-75.373
93,2430,51.34,-74.23
93,3793,49.574,-69.633
93,3987,50.605,-71.696
93,4108,49.177,-69.252
93,4182,52.253,-75.62
93,4382,51.418,-73.831
94,284,49.706,-68.908
94,368,50.657,-70.529
94,877,49.754,-68.605
94,2652,50.606,-71.253
94,3078,50.729,-70.294
94,3582,51.293,-72.349
95,98,50.649,-68.728
95,990,50.107,-67.941
95,1741,53.401,-74.185
95,2326,53.252,-74.777
95,3578,52.755,-73.647
95,3672,53.592,-74.902
95,3926,53.041,-74.299
95,4112,51.331,-70.775
96,219,53.887,-73.463
96,573,51.494,-69.916
96,2085,53.48,-73.051
96,2457,50.697,-68.487
96,2597,53.88,-74.063
96,3256,52.692,-71.414
96,4296,53.308,-72.989
96,4513,51.87,-70.27
