Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
27,1391,,14.702,-91.181,742.0,-29.97,33.3,nan
27,3700,,16.223,-94.627,640.1,8.68,9.55,nan
27,3922,,16.445,-95.399,651.4,13.36,14.71,nan
27,4231,,15.873,-93.665,642.9,-10.05,11.06,nan
28,1391,,14.702,-91.181,739.5,-29.64,32.92,nan
28,3700,,16.223,-94.627,634.0,4.07,4.48,nan
28,3922,,16.445,-95.399,646.1,11.32,12.46,nan
28,4231,,15.873,-93.665,636.9,-6.58,7.24,nan
29,300,,16.401,-92.779,650.2,-12.8,14.09,nan
29,448,,18.252,-96.423,712.7,26.07,28.88,nan
29,602,,17.177,-93.599,640.3,-8.53,9.38,nan
29,1274,,18.0,-96.266,698.6,23.9,26.44,nan
29,1391,,14.702,-91.181,743.6,-30.09,33.44,nan
29,3700,,16.223,-94.627,635.7,5.53,6.08,nan
29,3922,,16.445,-95.399,648.4,12.12,13.34,nan
29,4231,,15.873,-93.665,638.6,-7.58,8.34,nan
30,300,,16.401,-92.779,649.5,-12.46,13.72,nan
30,448,,18.252,-96.423,706.0,25.03,27.71,nan
30,602,,17.177,-93.599,633.8,-3.18,3.5,nan
30,1274,,18.0,-96.266,694.0,23.07,25.52,nan
30,2300,,18.414,-95.118,666.2,17.36,19.15,nan
31,300,,16.401,-92.779,656.4,-14.64,16.13,nan
31,448,,18.252,-96.423,706.3,25.03,27.72,nan
31,602,,17.177,-93.599,635.1,-4.5,4.95,nan
31,1274,,18.0,-96.266,696.5,23.46,25.95,nan
31,2300,,18.414,-95.118,659.3,15.49,17.08,nan
31,3965,,17.801,-92.026,659.5,-15.53,17.11,nan
32,2300,,18.414,-95.118,660.0,15.61,17.21,nan
32,3832,,18.076,-92.231,647.7,-11.58,12.75,nan
