observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
vis_1,280.0,15.873,-93.665,636.9,-6.58,7.24,,visual
sar_1,280.0,15.873,-93.665,636.9,-6.58,7.24,,sar
vis_0,280.0,15.873,-93.665,636.9,-6.58,7.24,,visual
sar_0,280.0,15.873,-93.665,636.9,-6.58,7.24,,sar
therm_0,280.0,15.873,-93.665,636.9,-6.58,7.24,,thermal
therm_1,280.0,15.873,-93.665,636.9,-6.58,7.24,,thermal
sar_1,300.0,17.177,-93.599,633.8,-3.18,3.5,,sar
therm_1,300.0,17.177,-93.599,633.8,-3.18,3.5,,thermal
therm_0,300.0,17.177,-93.599,633.8,-3.18,3.5,,thermal
sar_0,300.0,17.177,-93.599,633.8,-3.18,3.5,,sar
vis_1,300.0,17.177,-93.599,633.8,-3.18,3.5,,visual
vis_0,300.0,17.177,-93.599,633.8,-3.18,3.5,,visual
therm_1,320.0,17.801,-92.026,654.3,-13.89,15.31,,thermal
therm_0,320.0,17.801,-92.026,654.3,-13.89,15.31,,thermal
vis_1,320.0,17.801,-92.026,654.3,-13.89,15.31,,visual
sar_1,320.0,17.801,-92.026,654.3,-13.89,15.31,,sar
sar_0,320.0,17.801,-92.026,654.3,-13.89,15.31,,sar
vis_0,320.0,17.801,-92.026,654.3,-13.89,15.31,,visual
sar_1,330.0,18.076,-92.231,647.7,-11.49,12.65,,sar
sar_0,330.0,18.076,-92.231,647.7,-11.49,12.65,,sar
vis_1,330.0,18.076,-92.231,647.7,-11.49,12.65,,visual
vis_0,330.0,18.076,-92.231,647.7,-11.49,12.65,,visual
therm_1,330.0,18.076,-92.231,647.7,-11.49,12.65,,thermal
therm_0,330.0,18.076,-92.231,647.7,-11.49,12.65,,thermal
sar_1,500.0,29.248,-90.68,670.8,16.86,18.61,,sar
therm_1,500.0,29.248,-90.68,670.8,16.86,18.61,,thermal
sar_0,500.0,29.248,-90.68,670.8,16.86,18.61,,sar
therm_0,500.0,29.248,-90.68,670.8,16.86,18.61,,thermal
vis_0,500.0,29.248,-90.68,670.8,16.86,18.61,,visual
vis_1,500.0,29.248,-90.68,670.8,16.86,18.61,,visual
sar_0,510.0,29.324,-90.622,669.4,16.41,18.11,,sar
sar_0,510.0,29.341,-90.637,670.0,16.57,18.28,,sar
therm_1,510.0,29.324,-90.622,669.4,16.41,18.11,,thermal
therm_1,510.0,29.341,-90.637,670.0,16.57,18.28,,thermal
sar_1,510.0,29.324,-90.622,669.4,16.41,18.11,,sar
sar_1,510.0,29.341,-90.637,670.0,16.57,18.28,,sar
vis_1,510.0,29.324,-90.622,669.4,16.41,18.11,,visual
vis_1,510.0,29.341,-90.637,670.0,16.57,18.28,,visual
vis_0,510.0,29.324,-90.622,669.4,16.41,18.11,,visual
vis_0,510.0,29.341,-90.637,670.0,16.57,18.28,,visual
therm_0,510.0,29.324,-90.622,669.4,16.41,18.11,,thermal
therm_0,510.0,29.341,-90.637,670.0,16.57,18.28,,thermal
sar_0,520.0,30.178,-89.74,659.1,13.24,14.59,,sar
sar_0,520.0,29.645,-89.759,653.3,11.15,12.28,,sar
therm_0,520.0,30.178,-89.74,659.1,13.24,14.59,,thermal
therm_0,520.0,29.645,-89.759,653.3,11.15,12.28,,thermal
vis_1,520.0,30.178,-89.74,659.1,13.24,14.59,,visual
vis_1,520.0,29.645,-89.759,653.3,11.15,12.28,,visual
sar_1,520.0,30.178,-89.74,659.1,13.24,14.59,,sar
sar_1,520.0,29.645,-89.759,653.3,11.15,12.28,,sar
therm_1,520.0,30.178,-89.74,659.1,13.24,14.59,,thermal
therm_1,520.0,29.645,-89.759,653.3,11.15,12.28,,thermal
vis_0,520.0,30.178,-89.74,659.1,13.24,14.59,,visual
vis_0,520.0,29.645,-89.759,653.3,11.15,12.28,,visual
sar_1,560.0,32.399,-90.064,701.7,22.74,25.18,,sar
therm_1,560.0,32.399,-90.064,701.7,22.74,25.18,,thermal
therm_0,560.0,32.399,-90.064,701.7,22.74,25.18,,thermal
sar_0,560.0,32.399,-90.064,701.7,22.74,25.18,,sar
