req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
5d5a1678,img_1,visible,"[2466.5311418031147, 2887.5685932047995, 5124.333557393622]",0,86400,86400,20.0,1,0.3333333333333333,0.3332561728395062
5d64822a,img_1,visible,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0,86400,86400,30.0,1,0.3333333333333333,0.3332175925925926
5d5fbaba,sar_0,sar,"[3646.401516137588, 3394.1326504988942, 3982.994124437613]",0,86400,86400,60.0,1,0.3333333333333333,0.33310185185185187
5d5e86f4,img_1,visible,"[2630.7918613465945, 3624.224616148142, 4541.426293066536]",0,86400,86400,80.0,1,0.3333333333333333,0.3330246913580247
5d683762,sar_0,sar,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0,86400,86400,130.0,1,0.3333333333333333,0.3328317901234568
5d53ca8e,img_1,visible,"[2278.158738686018, 3900.88034761457, 4502.637886430648]",0,86400,86400,130.0,1,0.3333333333333333,0.3328317901234568
5d5496e4,img_1,visible,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0,86400,86400,140.0,1,0.3333333333333333,0.3327932098765432
5d5e3fa0,img_1,visible,"[2554.4976095174534, 4002.367622905655, 4258.663879136723]",0,86400,86400,160.0,1,0.3333333333333333,0.33271604938271604
5d64822a,sar_0,sar,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0,86400,86400,160.0,1,0.3333333333333333,0.33271604938271604
5d5a1678,sar_0,sar,"[2466.5311418031147, 2887.5685932047995, 5124.333557393622]",0,86400,86400,250.0,1,0.3333333333333333,0.3323688271604938
5d5f72ee,thm_0,thermal,"[-527.0624668467873, -2789.5682143175945, 5711.491661123915]",0,86400,86400,310.0,1,0.3333333333333333,0.3321373456790124
5d6bcda0,thm_0,thermal,"[-484.4989370054225, -3071.0458366365838, 5569.071817699553]",0,86400,86400,350.0,1,0.3333333333333333,0.33198302469135804
5d6371c8,thm_0,thermal,"[818.7321547956418, -3678.3130987807463, 5145.902551294512]",0,86400,86400,570.0,1,0.3333333333333333,0.33113425925925927
5d65d36e,thm_0,thermal,"[915.182958438889, -3660.6480566836904, 5142.248401143089]",0,86400,86400,580.0,1,0.3333333333333333,0.33109567901234566
5d697f00,sar_0,sar,"[92.8222404535489, 2374.588584819626, 5918.896497312586]",0,86400,86400,630.0,1,0.3333333333333333,0.33090277777777777
5d69bfc4,thm_0,thermal,"[1114.3333362144322, -3833.713792656991, 4974.085085035283]",0,86400,86400,630.0,1,0.3333333333333333,0.33090277777777777
5d6ca1bc,thm_0,thermal,"[1467.2017196260167, -3768.642845538931, 4932.065782009844]",0,86400,86400,670.0,1,0.3333333333333333,0.3307484567901235
5d521838,img_0,visible,"[615.1169652280626, -4623.984611421844, 4349.829892513073]",0,86400,86400,700.0,1,0.3333333333333333,0.3306327160493827
5d53840c,img_0,visible,"[898.8023036626363, -4584.657516159214, 4342.08389368898]",0,86400,86400,720.0,1,0.3333333333333333,0.33055555555555555
5d540d3c,img_0,visible,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0,86400,86400,760.0,1,0.3333333333333333,0.3304012345679012
5d69bfc4,img_0,visible,"[1114.3333362144322, -3833.713792656991, 4974.085085035283]",0,86400,86400,860.0,1,0.3333333333333333,0.33001543209876544
5d65d36e,img_0,visible,"[915.182958438889, -3660.6480566836904, 5142.248401143089]",0,86400,86400,880.0,1,0.3333333333333333,0.32993827160493827
5d6ca1bc,img_0,visible,"[1467.2017196260167, -3768.642845538931, 4932.065782009844]",0,86400,86400,890.0,1,0.3333333333333333,0.3298996913580247
5d693ae0,sar_0,sar,"[-1105.7326004745603, 2672.4975525235704, 5684.693035633585]",0,86400,86400,930.0,1,0.3333333333333333,0.3297453703703704
5d5ffda4,img_0,visible,"[1269.1043438792206, -3445.6511992852834, 5215.120769319583]",0,86400,86400,940.0,1,0.3333333333333333,0.32970679012345677
5d586814,img_0,visible,"[1641.7518519186995, -3405.449098698736, 5136.943639390175]",0,86400,86400,960.0,1,0.3333333333333333,0.32962962962962966
5d6695c4,thm_0,thermal,"[4120.5546538434155, -4849.729988828745, -426.3461522310145]",0,86400,86400,1630.0,1,0.3333333333333333,0.3270447530864197
5d5c9e2a,img_0,visible,"[2690.7876989499314, 1478.1265722988296, 5590.655243960366]",0,86400,86400,1730.0,1,0.3333333333333333,0.32665895061728395
5d6083a0,img_0,visible,"[2908.9148357225654, 1529.2317675417105, 5466.286430569853]",0,86400,86400,1750.0,1,0.3333333333333333,0.3265817901234568
5d54d988,img_0,visible,"[2736.5225342760405, 1646.4048317042023, 5520.997936145076]",0,86400,86400,1760.0,1,0.3333333333333333,0.32654320987654323
5d556e48,img_0,visible,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0,86400,86400,1770.0,1,0.3333333333333333,0.3265046296296296
5d643a0e,thm_0,thermal,"[4761.341884619495, -4113.37872732391, -1044.203794642067]",0,86400,86400,1780.0,1,0.3333333333333333,0.32646604938271606
5d5daf36,img_0,visible,"[2630.174015858927, 2107.32041059329, 5414.979962546043]",0,86400,86400,1830.0,1,0.3333333333333333,0.3262731481481482
5d64822a,img_0,visible,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0,86400,86400,1990.0,1,0.3333333333333333,0.32565586419753084
5d683762,img_0,visible,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0,86400,86400,2000.0,1,0.3333333333333333,0.3256172839506173
5d6a4430,sar_2,sar,"[3647.4643961640245, 2402.586689221201, 4648.032200928755]",0,86400,86400,2060.0,1,0.3333333333333333,0.3253858024691358
5d683762,sar_2,sar,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0,86400,86400,2120.0,1,0.3333333333333333,0.32515432098765434
5d5496e4,img_0,visible,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0,86400,86400,2150.0,1,0.3333333333333333,0.32503858024691357
5d64822a,sar_2,sar,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0,86400,86400,2160.0,1,0.3333333333333333,0.325
5d5ad8c4,img_0,visible,"[3544.8367120268326, 3591.28373183685, 3900.95328142859]",0,86400,86400,2250.0,1,0.3333333333333333,0.3246527777777778
5d5a1678,sar_2,sar,"[2466.5311418031147, 2887.5685932047995, 5124.333557393622]",0,86400,86400,2250.0,1,0.3333333333333333,0.3246527777777778
5d5f72ee,thm_2,thermal,"[-527.0624668467873, -2789.5682143175945, 5711.491661123915]",0,86400,86400,2310.0,1,0.3333333333333333,0.3244212962962963
5d67f4e6,thm_2,thermal,"[-729.3680464732022, -3221.369315378822, 5456.319698120459]",0,86400,86400,2340.0,1,0.3333333333333333,0.32430555555555557
5d6bcda0,thm_2,thermal,"[-484.4989370054225, -3071.0458366365838, 5569.071817699553]",0,86400,86400,2350.0,1,0.3333333333333333,0.32426697530864196
5d6768e6,thm_2,thermal,"[-486.6518092197806, -3405.35416040655, 5370.973442511385]",0,86400,86400,2390.0,1,0.3333333333333333,0.3241126543209876
5d5c371e,thm_2,thermal,"[122.6874676565995, -4156.697815105328, 4836.055595271449]",0,86400,86400,2560.0,1,0.3333333333333333,0.3234567901234568
5d697f00,sar_2,sar,"[92.8222404535489, 2374.588584819626, 5918.896497312586]",0,86400,86400,2630.0,1,0.3333333333333333,0.32318672839506174
5d521838,img_2,visible,"[615.1169652280626, -4623.984611421844, 4349.829892513073]",0,86400,86400,2710.0,1,0.3333333333333333,0.3228780864197531
5d53840c,thm_2,thermal,"[898.8023036626363, -4584.657516159214, 4342.08389368898]",0,86400,86400,2710.0,1,0.3333333333333333,0.3228780864197531
