routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1251
update_state,0.0,0.0,0.0,1251
sense_environment,0.019,0.008,0.02,1250
update_state_environment,0.0,0.0,0.0,1250
get_environment_broadcasts,0.0,0.0,0.0,1250
get_agent_broadcasts,0.0,0.0,0.0,1250
sense,0.019,0.008,0.02,1250
think,0.011,0.187,0.004,1250
perform_broadcast,0.016,0.0,0.016,1
do,0.011,0.009,0.007,1250
perform_wait_for_messages,0.011,0.009,0.006,898
perform_state_change,0.01,0.009,0.006,833
perform_measurement,0.013,0.006,0.011,269
