Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7078.000000000003,0.009999999999999839,66.99999999999999,0.0,360.0,240.00000000000105
1,7078.0,0.009999999999999905,67.0,359.9996869420309,359.9999052003636,240.60134109884174
2,7078.000000000007,0.009999999999999667,67.0,359.9993738817334,359.9998103949605,241.20279273086328
3,7078.000000000002,0.00999999999999899,67.0,359.9990608222121,359.99971559340185,241.80435557445114
4,7078.000000000004,0.00999999999999988,67.0,359.9987477631758,359.99962079184326,242.40603029643793
5,7078.000000000005,0.009999999999999752,67.0,359.9984347038678,359.9995259902846,243.007817551944
6,7078.0000000000055,0.009999999999999003,67.0,359.9981216448121,359.9994311880852,243.6097179843362
7,7078.000000000001,0.009999999999999936,67.0,359.9978085854016,359.99933638551965,244.21173222513693
8,7078.0,0.009999999999999974,67.0,359.9974955263514,359.999241584167,244.8138608939307
9,7078.000000000003,0.009999999999999828,67.0,359.99718246702395,359.9991467814871,245.41610459828755
10,7078.000000000002,0.009999999999999102,67.0,359.9968694077353,359.9990519798003,246.01846393367623
11,7078.000000000002,0.009999999999999835,66.99999999999999,359.9965563485808,359.99895717813683,246.62093948340066
12,7078.0,0.010000000000000803,67.0,359.99624328942963,359.99886237585,247.22353181849027
13,7078.000000000003,0.00999999999999897,67.0,359.9959302301917,359.99876757426676,247.82624149764655
14,7078.000000000003,0.009999999999998972,67.0,359.9956171708855,359.9986727718632,248.4290690671623
15,7078.000000000005,0.00999999999999978,67.0,359.99530411175755,359.9985779700849,249.0320150608348
16,7078.000000000001,0.010000000000000729,67.0,359.9949910524832,359.9984831680938,249.63507999988974
17,7078.000000000003,0.01000000000000061,67.0,359.994677993294,359.99838836570126,250.23826439292137
18,7078.000000000003,0.009999999999999839,67.0,359.9943649339816,359.99829356404206,250.84156873580469
19,7078.000000000002,0.00999999999999907,67.0,359.9940518748717,359.99819876178645,251.44499351163216
20,7078.000000000002,0.009999999999999993,67.0,359.9937388155848,359.99810395960054,252.04853919064035
21,7078.000000000001,0.009999999999999894,67.0,359.99342575636786,359.9980091578406,252.65220623013164
