plan_index,t_plan,instrument,t_img
0,0.0,visual,610.0
0,0.0,visual,620.0
0,0.0,visual,650.0
0,0.0,visual,750.0
0,0.0,visual,780.0
0,0.0,visual,800.0
0,0.0,visual,810.0
0,0.0,visual,840.0
0,0.0,visual,860.0
0,0.0,visual,870.0
0,0.0,visual,880.0
0,0.0,visual,900.0
0,0.0,visual,920.0
0,0.0,visual,930.0
0,0.0,visual,960.0
0,0.0,visual,970.0
0,0.0,visual,980.0
0,0.0,visual,990.0
0,0.0,visual,1000.0
0,0.0,visual,1020.0
0,0.0,visual,1030.0
0,0.0,visual,1040.0
0,0.0,visual,1050.0
0,0.0,visual,1070.0
0,0.0,visual,1440.0
0,0.0,visual,1670.0
0,0.0,visual,1680.0
0,0.0,visual,1690.0
0,0.0,visual,1750.0
0,0.0,visual,1760.0
0,0.0,visual,1770.0
0,0.0,visual,1780.0
0,0.0,visual,1790.0
0,0.0,visual,1820.0
0,0.0,visual,1850.0
0,0.0,visual,1870.0
0,0.0,visual,1880.0
0,0.0,visual,2060.0
0,0.0,visual,2080.0
0,0.0,visual,2110.0
0,0.0,visual,2160.0
0,0.0,visual,6860.0
0,0.0,visual,6880.0
0,0.0,visual,6890.0
0,0.0,visual,6910.0
0,0.0,visual,6920.0
0,0.0,visual,6930.0
0,0.0,visual,6940.0
0,0.0,visual,7120.0
0,0.0,visual,7180.0
0,0.0,visual,7210.0
0,0.0,visual,7320.0
0,0.0,visual,7330.0
0,0.0,visual,7540.0
0,0.0,visual,7570.0
0,0.0,visual,7820.0
0,0.0,visual,7880.0
0,0.0,visual,8120.0
0,0.0,visual,8140.0
0,0.0,visual,8320.0
0,0.0,visual,8330.0
0,0.0,visual,8350.0
0,0.0,visual,8450.0
0,0.0,visual,8760.0
0,0.0,visual,12790.0
0,0.0,visual,12820.0
0,0.0,visual,12830.0
0,0.0,visual,12880.0
0,0.0,visual,12900.0
0,0.0,visual,12910.0
0,0.0,visual,12940.0
0,0.0,visual,12960.0
0,0.0,visual,12970.0
0,0.0,visual,12990.0
0,0.0,visual,13000.0
0,0.0,visual,13010.0
0,0.0,visual,13030.0
0,0.0,visual,13040.0
0,0.0,visual,13050.0
0,0.0,visual,13060.0
0,0.0,visual,13070.0
0,0.0,visual,13080.0
0,0.0,visual,13090.0
0,0.0,visual,13100.0
0,0.0,visual,13110.0
0,0.0,visual,13130.0
0,0.0,visual,13140.0
0,0.0,visual,13200.0
0,0.0,visual,13290.0
0,0.0,visual,13310.0
0,0.0,visual,13410.0
0,0.0,visual,13430.0
0,0.0,visual,14000.0
0,0.0,visual,14010.0
1,1750.0,visual,1760.0
1,1750.0,visual,1770.0
1,1750.0,visual,1780.0
1,1750.0,visual,1790.0
1,1750.0,visual,1820.0
1,1750.0,visual,1850.0
1,1750.0,visual,1870.0
1,1750.0,visual,1880.0
1,1750.0,visual,2060.0
1,1750.0,visual,2080.0
1,1750.0,visual,2110.0
1,1750.0,visual,2160.0
1,1750.0,visual,6860.0
1,1750.0,visual,6880.0
1,1750.0,visual,6890.0
1,1750.0,visual,6910.0
1,1750.0,visual,6920.0
1,1750.0,visual,6930.0
1,1750.0,visual,6940.0
1,1750.0,visual,7120.0
1,1750.0,visual,7180.0
1,1750.0,visual,7210.0
1,1750.0,visual,7320.0
1,1750.0,visual,7330.0
1,1750.0,visual,7540.0
1,1750.0,visual,7570.0
1,1750.0,visual,7820.0
1,1750.0,visual,7880.0
1,1750.0,visual,8120.0
1,1750.0,visual,8140.0
1,1750.0,visual,8320.0
1,1750.0,visual,8330.0
1,1750.0,visual,8350.0
1,1750.0,visual,8450.0
1,1750.0,visual,8760.0
1,1750.0,visual,12790.0
1,1750.0,visual,12820.0
1,1750.0,visual,12830.0
1,1750.0,visual,12880.0
1,1750.0,visual,12900.0
1,1750.0,visual,12910.0
1,1750.0,visual,12940.0
1,1750.0,visual,12960.0
1,1750.0,visual,12970.0
1,1750.0,visual,12990.0
1,1750.0,visual,13000.0
1,1750.0,visual,13010.0
1,1750.0,visual,13030.0
1,1750.0,visual,13040.0
1,1750.0,visual,13050.0
1,1750.0,visual,13060.0
1,1750.0,visual,13070.0
1,1750.0,visual,13080.0
1,1750.0,visual,13090.0
1,1750.0,visual,13100.0
1,1750.0,visual,13110.0
1,1750.0,visual,13130.0
1,1750.0,visual,13140.0
1,1750.0,visual,13200.0
1,1750.0,visual,13290.0
