Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.25
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7077.999999999999,2.523439996596184e-16,0.0,0.0,0.0,0.0
1,7077.999999999997,2.1403560253215866e-18,0.0,0.0,0.0,0.6090724420012118
2,7077.999999999999,1.262445960693522e-16,0.0,0.0,0.0,1.2181448840030025
3,7077.999999999995,1.2624459606935215e-16,0.0,0.0,0.0,1.8272173260042188
4,7077.999999999999,2.5292426948551586e-16,0.0,0.0,0.0,2.436289768005739
5,7077.999999999999,1.2646213474275793e-16,0.0,0.0,0.0,3.0453622100071542
6,7077.999999999997,8.561424101286348e-18,0.0,0.0,0.0,3.6544346520085895
7,7077.999999999999,2.5292426948551586e-16,0.0,0.0,0.0,4.263507094010054
8,7077.999999999992,7.570319989788552e-16,0.0,0.0,0.0,4.872579536011579
9,7077.999999999997,0.0,0.0,0.0,0.0,5.481651978013001
10,7077.999999999994,5.049783842774087e-16,0.0,0.0,0.0,6.0907244200143875
11,7077.999999999999,2.5465714575971925e-16,0.0,0.0,0.0,6.699796862015834
12,7077.999999999997,1.2732857287985955e-16,0.0,0.0,0.0,7.308869304017308
13,7078.000000000001,3.8006200756160007e-16,0.0,0.0,0.0,7.917941746018756
14,7077.999999999997,0.0,0.0,0.0,0.0,8.527014188020138
15,7077.999999999995,2.5465714575971925e-16,0.0,0.0,0.0,9.13608663002165
16,7077.999999999995,2.5234399965961835e-16,0.0,0.0,0.0,9.745159072023108
17,7077.999999999997,3.4245696405145385e-17,0.0,0.0,0.0,10.354231514024507
18,7078.000000000001,3.800620075616e-16,0.0,0.0,0.0,10.96330395602597
19,7077.999999999997,6.849139281029077e-17,0.0,0.0,0.0,11.57237639802742
20,7077.999999999999,2.5465714575971925e-16,0.0,0.0,0.0,12.181448840028853
21,7078.000000000001,3.8006200756160007e-16,0.0,0.0,0.0,12.790521282030284
22,7078.000000000001,5.093142915194384e-16,0.0,0.0,0.0,13.39959372403172
23,7077.999999999997,3.4245696405145385e-17,0.0,0.0,0.0,14.0086661660332
24,7078.000000000001,3.785159994894276e-16,0.0,0.0,0.0,14.617738608034648
25,7077.999999999995,2.61473832444677e-16,0.0,0.0,0.0,15.226811050036055
26,7077.999999999994,5.046879993192368e-16,0.0,0.0,0.0,15.835883492037484
27,7078.000000000001,4.0254024075346125e-16,0.0,0.0,0.0,16.44495593403898
28,7077.999999999999,1.4356338122984889e-16,0.0,0.0,0.0,17.054028376040403
29,7077.999999999995,1.3073691622233849e-16,0.0,0.0,0.0,17.663100818041823
30,7077.999999999999,1.6270919777785723e-16,0.0,0.0,0.0,18.272173260043264
31,7077.999999999999,2.61473832444677e-16,0.0,0.0,0.0,18.881245702044723
32,7077.999999999999,2.871267624596977e-16,0.0,0.0,0.0,19.490318144046157
33,7077.999999999995,1.8623548828681275e-16,0.0,0.0,0.0,20.09939058604759
34,7077.999999999994,5.22947664889354e-16,0.0,0.0,0.0,20.708463028049028
35,7077.999999999994,5.046879993192368e-16,0.0,0.0,0.0,21.317535470050455
36,7077.999999999997,0.0,0.0,0.0,0.0,21.926607912051946
37,7077.999999999995,2.5234399965961835e-16,0.0,0.0,0.0,22.535680354053383
38,7077.999999999995,1.4356338122984886e-16,0.0,0.0,0.0,23.144752796054803
39,7077.999999999999,1.2617199982980922e-16,0.0,0.0,0.0,23.753825238056237
40,7077.999999999999,2.871267624596977e-16,0.0,0.0,0.0,24.362897680057717
41,7077.999999999995,2.871267624596977e-16,0.0,0.0,0.0,24.97197012205915
42,7077.999999999997,6.849139281029077e-17,0.0,0.0,0.0,25.581042564060585
43,7077.999999999999,1.4356338122984886e-16,0.0,0.0,0.0,26.190115006062015
44,7077.999999999997,1.3698278562058157e-16,0.0,0.0,0.0,26.7991874480635
45,7077.999999999999,1.4356338122984889e-16,0.0,0.0,0.0,27.408259890064922
46,7077.999999999997,6.849139281029077e-17,0.0,0.0,0.0,28.01733233206636
47,7077.999999999999,1.8623548828681275e-16,0.0,0.0,0.0,28.626404774067776
48,7078.000000000003,3.846627519770714e-16,0.0,0.0,0.0,29.235477216069263
49,7078.000000000005,6.455607036388668e-16,0.0,0.0,0.0,29.844549658070687
50,7078.000000000001,4.3069014368954656e-16,0.0,0.0,0.0,30.45362210007214
51,7078.000000000001,2.871267624596977e-16,0.0,0.0,0.0,31.062694542073555
52,7077.999999999999,6.849139281029077e-17,0.0,0.0,0.0,31.67176698407503
53,7078.000000000003,5.093142915194385e-16,0.0,0.0,0.0,32.28083942607647
54,7078.000000000001,2.871267624596978e-16,0.0,0.0,0.0,32.889911868077895
55,7077.999999999999,1.4356338122984886e-16,0.0,0.0,0.0,33.498984310079315
56,7078.000000000001,3.8466275197707137e-16,0.0,0.0,0.0,34.108056752080785
57,7078.000000000001,3.254183955557144e-16,0.0,0.0,0.0,34.71712919408224
58,7078.000000000005,7.570319989788554e-16,0.0,0.0,0.0,35.32620163608366
59,7078.000000000001,2.6147383244467707e-16,0.0,0.0,0.0,35.935274078085094
60,7077.999999999997,2.6147383244467707e-16,0.0,0.0,0.0,36.54434652008657
61,7078.000000000001,2.614738324446771e-16,0.0,0.0,0.0,37.153418962088004
62,7077.999999999997,2.614738324446771e-16,0.0,0.0,0.0,37.76249140408944
63,7078.000000000001,2.6147383244467707e-16,0.0,0.0,0.0,38.371563846090865
64,7078.000000000001,2.871267624596978e-16,0.0,0.0,0.0,38.98063628809234
65,7078.000000000001,2.6147383244467707e-16,0.0,0.0,0.0,39.589708730093776
66,7077.999999999999,1.3698278562058154e-16,0.0,0.0,0.0,40.19878117209521
67,7077.999999999999,0.0,0.0,0.0,0.0,40.80785361409664
68,7077.999999999999,6.849139281029077e-17,0.0,0.0,0.0,41.41692605609812
69,7078.000000000001,2.5234399965961844e-16,0.0,0.0,0.0,42.02599849809956
70,7078.000000000003,5.093142915194385e-16,0.0,0.0,0.0,42.63507094010098
71,7077.999999999999,0.0,0.0,0.0,0.0,43.24414338210241
72,7077.999999999999,2.0547417843087226e-16,0.0,0.0,0.0,43.85321582410385
73,7078.000000000001,2.871267624596978e-16,0.0,0.0,0.0,44.46228826610532
74,7077.999999999999,6.849139281029076e-17,0.0,0.0,0.0,45.07136070810674
75,7078.000000000001,4.672595596614125e-16,0.0,0.0,0.0,45.68043315010819
76,7078.000000000005,6.634786933490604e-16,0.0,0.0,0.0,46.28950559210963
77,7078.000000000001,2.5234399965961844e-16,0.0,0.0,0.0,46.8985780341111
78,7077.999999999999,1.261719998298092e-16,0.0,0.0,0.0,47.507650476112524
79,7078.000000000003,5.093142915194385e-16,0.0,0.0,0.0,48.11672291811395
80,7077.999999999999,2.054741784308723e-16,0.0,0.0,0.0,48.72579536011539
81,7077.999999999999,0.0,0.0,0.0,0.0,49.33486780211686
82,7078.000000000003,5.093142915194385e-16,0.0,0.0,0.0,49.9439402441183
83,7078.000000000001,2.5234399965961844e-16,0.0,0.0,0.0,50.553012686119715
84,7078.000000000001,3.724709765736255e-16,0.0,0.0,0.0,51.16208512812116
85,7078.000000000001,6.849139281029077e-17,0.0,0.0,0.0,51.77115757012265
86,7078.000000000001,3.254183955557145e-16,0.0,0.0,0.0,52.380230012124066
87,7078.000000000001,2.6147383244467707e-16,0.0,0.0,0.0,52.9893024541255
88,7077.999999999997,1.8623548828681275e-16,0.0,0.0,0.0,53.598374896126934
89,7078.000000000005,7.601240151232003e-16,0.0,0.0,0.0,54.207447338128404
90,7078.000000000001,2.871267624596978e-16,0.0,0.0,0.0,54.81651978012982
91,7077.999999999999,0.0,0.0,0.0,0.0,55.42559222213127
92,7078.000000000001,2.871267624596978e-16,0.0,0.0,0.0,56.0346646641327
93,7077.999999999999,1.8623548828681277e-16,0.0,0.0,0.0,56.64373710613418
94,7078.000000000003,5.449124834858311e-16,0.0,0.0,0.0,57.25280954813561
95,7077.999999999999,1.3698278562058154e-16,0.0,0.0,0.0,57.861881990137036
96,7077.999999999997,2.871267624596978e-16,0.0,0.0,0.0,58.47095443213846
97,7078.000000000001,3.7247097657362554e-16,0.0,0.0,0.0,59.08002687413996
98,7077.999999999999,2.0547417843087229e-16,0.0,0.0,0.0,59.68909931614139
99,7078.000000000001,2.8712676245969777e-16,0.0,0.0,0.0,60.298171758142814
100,7078.000000000003,3.846627519770714e-16,0.0,0.0,0.0,60.90724420014425
101,7078.000000000001,2.871267624596978e-16,0.0,0.0,0.0,61.516316642145696
102,7078.000000000001,3.254183955557145e-16,0.0,0.0,0.0,62.12538908414717
103,7077.999999999999,1.4356338122984889e-16,0.0,0.0,0.0,62.7344615261486
104,7078.000000000001,2.8712676245969777e-16,0.0,0.0,0.0,63.34353396815002
105,7077.999999999997,1.8623548828681277e-16,0.0,0.0,0.0,63.95260641015146
106,7078.000000000003,4.672595596614126e-16,0.0,0.0,0.0,64.56167885215295
107,7077.999999999999,1.3698278562058154e-16,0.0,0.0,0.0,65.17075129415436
108,7077.999999999999,1.3698278562058154e-16,0.0,0.0,0.0,65.77982373615579
109,7077.999999999999,1.3698278562058154e-16,0.0,0.0,0.0,66.38889617815722
110,7078.000000000003,5.046879993192369e-16,0.0,0.0,0.0,66.99796862015873
111,7077.999999999997,2.871267624596978e-16,0.0,0.0,0.0,67.60704106216014
112,7077.999999999997,2.6147383244467707e-16,0.0,0.0,0.0,68.21611350416156
113,7077.999999999997,2.5234399965961844e-16,0.0,0.0,0.0,68.825185946163
114,7078.000000000001,3.2541839555571446e-16,0.0,0.0,0.0,69.43425838816448
115,7078.000000000001,3.724709765736255e-16,0.0,0.0,0.0,70.04333083016591
116,7078.000000000001,3.254183955557145e-16,0.0,0.0,0.0,70.65240327216735
117,7078.000000000003,4.881275933335717e-16,0.0,0.0,0.0,71.26147571416878
118,7078.000000000001,3.254183955557145e-16,0.0,0.0,0.0,71.87054815617026
119,7077.999999999999,1.3698278562058154e-16,0.0,0.0,0.0,72.47962059817168
120,7077.999999999997,3.049535820761058e-16,0.0,0.0,0.0,73.08869304017314
121,7078.000000000001,2.6147383244467707e-16,0.0,0.0,0.0,73.69776548217455
122,7077.999999999999,1.3073691622233854e-16,0.0,0.0,0.0,74.30683792417604
123,7078.000000000001,2.8712676245969777e-16,0.0,0.0,0.0,74.91591036617749
124,7077.999999999997,1.4356338122984889e-16,0.0,0.0,0.0,75.52498280817888
125,7078.000000000001,2.724562417429155e-16,0.0,0.0,0.0,76.13405525018031
126,7078.000000000001,2.724562417429155e-16,0.0,0.0,0.0,76.74312769218182
127,7077.999999999997,2.724562417429155e-16,0.0,0.0,0.0,77.35220013418322
128,7078.000000000001,2.5465714575971925e-16,0.0,0.0,0.0,77.96127257618467
129,7077.999999999994,6.317888145959913e-16,0.0,0.0,0.0,78.57034501818609
130,7078.000000000003,3.922107486670156e-16,0.0,0.0,0.0,79.17941746018755
131,7078.000000000001,2.5465714575971925e-16,0.0,0.0,0.0,79.788489902189
132,7077.999999999999,2.397198748360177e-16,0.0,0.0,0.0,80.39756234419043
133,7077.999999999997,2.411203258601301e-16,0.0,0.0,0.0,81.00663478619187
134,7077.999999999999,2.22597026633445e-16,0.0,0.0,0.0,81.61570722819334
135,7078.000000000001,3.148868332639259e-16,0.0,0.0,0.0,82.22477967019476
136,7077.999999999999,2.0547417843087229e-16,0.0,0.0,0.0,82.83385211219623
137,7078.000000000001,3.0495358207610574e-16,0.0,0.0,0.0,83.44292455419763
